Document ID,comment_text,sample_type,gold_topics,gold_stance,emerging_notes
MARAD-2019-0093-9061,"Dear Coast Guard Staff, MARAD, President Biden, and Vice President Harris, The proposal by Sentinel Midstream to build the Texas GulfLink project and pump ship 1 million barrels of crude oil per day is immoral, impractical and must by rejected. There are a lot of reasons to reject the plan: 1. Texas GulfLink requires an above-ground storage tank farm to hold 8.5 million barrels of oil near Jones Creek, in a known flood zone. 2. The crude would be transported via a new 42-inch offshore pipeline to one of two floating mooring buoys in the Gulf of Mexico about 26.6 miles offshore from Freeport in Brazoria County. 3. GulfLink is proposed just seven miles from Sea Port Oil Terminal, another massive oil export project you erroneously and immorally approved. SPOT is already projected to emit the equivalent of 90 coal-fired power plants' worth global warming pollution. 4. Permitting more fossil fuel export projects is a direct violating of our international climate agreements and goals under teh Paris Climate Agreement and makes a mockery of President Biden's claims to be a climate leader. 5. The International Energy Agency and UN Scientists have been painfully clear — to achieve the goals President Biden and the world have committed of limiting global warming to 1.5-2 degrees Centigrade, we must stop building all NEW fossil fuel infrastructure now, today. 6. GulfLink will leak, and there will be an oil spll - all offshore oil terminals ever built have leaked and spilled. This threatens to destroy coastal wetlands, ecosystems, endangered species and aquatic wildlife 7. GulfLink, like all fossil fuel infrastructure takes public lands and property for private corporate gain. This is an affront to communities and property rights that also generates enormous greenhouse gas emissions and air pollution, and will destroy other sources of economic and community benefit, like tourism and fishing . 8. The final environmental impact statement released by MARAD fails to provide critica",rare_oversample,oil_spill_risk|climate_emissions|air_quality|marine_wildlife|fisheries|wetlands_coast,oppose,"property_rights, tourism, flood_risk, environmental_review, NEPA_process"
MARAD-2019-0093-10181,"I strongly oppose the Texas GulfLink oil export terminal. The final environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. If GulfLink is licensed and then operates at full capacity for its expected 30-year lifespan, it will cause an incredible 3.8 billion metric tons of greenhouse gas emissions. This will push the world closer to climate catastrophe at a time when it is clear we need to phase out fossil fuels to avoid even more tragic climate disasters like fires, hurricanes, and heat waves. The International",rare_oversample,climate_emissions|air_quality|environmental_justice,oppose,"public_health, environmental_review, NEPA_process, flood_risk"
MARAD-2019-0093-0712,"I am writing to express opposition to Texas GulfLink LLC's application for a Deepwater Port License from the Maritime Administration, and raise concerns with significant inadequacies in the project's environmental review (DEIS). We need to take better care of what is left of our environment, for our wildlife, and our marine life. First and foremost, I am concerned that construction and operation of the export facility would only benefit oil and gas industry interests while placing massive burdens on local communities, the Gulf of Mexico's coastal and marine ecosystems, and the global climate. This project therefore is not in the ""national interest."" I am deeply concerned about potentially catastrophic impacts of a major oil spill in the Gulf of Mexico. It has been ten years since the Deepwater Horizon disaster that decimated our Gulf Coast - our marine ecosystems and coastal communities are still struggling to recover and can't afford another disaster. The DEIS does not adequately analyze oil spill risks, especially potential impacts on the endangered Black Rail and critically endangered Kemp's Ridley Sea Turtle. Impacts from air pollution emissions associated with this project are also of deep concern. Local residents cannot afford the additional pollution burdens, as the region is already classified as nonattainment for EPA's health-based air quality standards for ozone, and NOx emissions would also exceed the threshold for concern. I am alarmed that the EIS does not consider the very real and foreseeable direct and indirect impacts of the project's greenhouse gas emissions on climate change. 2020 was a record storm season for the Gulf, battering many communities with flooding from storm surges. It is widely understood that crude exports are driving the rapid increase of oil and gas drilling in the Permian Basin - oil that could otherwise be left in the ground. MARAD must analyze the full lifecycle climate impacts of oil drilling, transportation, refining, and con",rare_oversample,oil_spill_risk|climate_emissions|air_quality|marine_wildlife|wetlands_coast|national_interest,oppose,"public_health, environmental_review, flood_risk"
MARAD-2019-0093-9643,"The Texas GulfLink project presents serious environmental, social, and economic risks that far exceed any potential advantages. Situated in a flood-prone region and depending on outdated fossil fuel infrastructure, it risks worsening climate change, escalating air and water pollution, and compromising the health and safety of Gulf Coast communities. By reinforcing reliance on fossil fuels, GulfLink undermines both national and global efforts to shift towards cleaner energy sources. Furthermore, the project exacerbates environmental injustice by disproportionately impacting low-income and minority communities already suffering from pollution and climate-related issues. Approving GulfLink would cement decades of harmful emissions, heighten the risk of catastrophic oil spills, and threaten essential wildlife habitats, all at a time when global oil demand is expected to decline. This project does not align with national interests and should be rejected in favor of sustainable energy solutions that better serve people and the planet.",rare_oversample,oil_spill_risk|climate_emissions|air_quality|environmental_justice|marine_wildlife|national_interest,oppose,"public_health, flood_risk"
MARAD-2019-0093-10511,"Opposition to Texas GulfLink Deepwater Port License Application (Docket No. MARAD-2019-0093) Dear MARAD, I am writing to express my strong opposition to the approval of the Texas GulfLink deepwater port license application. As the final environmental impact statement (FEIS) for this project has been released, it is crucial that the voices of the communities that will be most affected by this project are heard. Approving Texas GulfLink would have devastating consequences for public health, environmental justice, and the global climate. Texas GulfLink is poised to become one of the largest oil export terminals in the U.S., with the capacity to export up to 1 million barrels of crude oil per day. This project alone could contribute an additional 3.8 billion metric tons of climate-warming pollution over its 30-year lifespan. At a time when the world is grappling with unprecedented climate disasters, increasing fossil fuel infrastructure is the last thing we need. Moreover, this project will exacerbate existing environmental injustices in Brazoria County, where the terminal is proposed. This region is already struggling with poor air quality, frequent flooding, and the cumulative impacts of industrial pollution. GulfLink’s construction and operation will only worsen these conditions, disproportionately affecting low-income communities and communities of color. The FEIS fails to adequately address the environmental and public health risks associated with GulfLink. From the potential for catastrophic oil spills to the increased emission of toxic air pollutants, the dangers posed by this project are clear and unacceptable. The FEIS also overlooks the long-term impacts on critical wildlife habitats and the threat to endangered species like the Kemp’s ridley sea turtle and Rice’s whale. Approving GulfLink would lock in decades of fossil fuel dependency, undermining national and global efforts to transition to clean energy. It would directly contradict the Administration’s com",rare_oversample,oil_spill_risk|climate_emissions|air_quality|environmental_justice|marine_wildlife,oppose,"public_health, flood_risk, environmental_review"
MARAD-2019-0093-6588,"I am writing as a physicist, energy researcher and citizen to voice my opposition to the Texas GulfLink oil export terminal. The climate crisis is developing quickly, and we can no longer afford to continue developing fossil fuel resources into the future. It is your responsibility by law to fully and impartially evaluate all the impacts of continuing to increase the U.S. use and export of fossil fuels. The final environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. If GulfLink is licensed and then operates a",rare_oversample,climate_emissions|air_quality|environmental_justice|wetlands_coast|national_interest,oppose,"public_health, environmental_review, NEPA_process"
MARAD-2019-0093-1244,"I am opposed to Texas GulfLink LLC's application for a Deepwater Port License from the Maritime Administration. I have many concerns that there are significant inadequacies in the project's environmental review (DEIS). Construction and operation of the export facility would only benefit oil and gas industry interests while placing massive burdens on local communities, the Gulf of Mexico's coastal and marine ecosystems, and the global climate. This project is not in the ""national interest."" It has been ten years since the Deepwater Horizon disaster that decimated our Gulf Coast - our marine ecosystems and coastal communities are still struggling to recover and can't afford another disaster. The DEIS does not adequately analyze oil spill risks, especially potential impacts on the endangered Black Rail and critically endangered Kemp's Ridley Sea Turtle. Local residents cannot afford the additional air pollution emissions as the region is already classified as nonattainment for EPA's health-based air quality standards for ozone, and NOx emissions would also exceed the threshold for concern. I am alarmed that the EIS does not consider the very real and foreseeable direct and indirect impacts of the project's greenhouse gas emissions on climate change. 2020 was a record storm season for the Gulf, battering many communities with flooding from storm surges. It is widely understood that crude exports are driving the rapid increase of oil and gas drilling in the Permian Basin - oil that could otherwise be left in the ground. MARAD must analyze the full lifecycle climate impacts of oil drilling, transportation, refining, and consumption that would result from this project. Finally, I am concerned that the EIS does not consider environmental justice impacts. Toxic pollution from existing oil and gas infrastructure disproportionately burdens low-income, minority communities in the Gulf of Mexico region. And, these communities are at ground zero for the impacts of climate change,",rare_oversample,oil_spill_risk|climate_emissions|air_quality|environmental_justice|marine_wildlife|wetlands_coast|national_interest,oppose,"public_health, environmental_review, flood_risk"
MARAD-2019-0093-2624,"I am opposed to Texas GulfLink LLC's application for a Deepwater Port License from the Maritime Administration and raise concerns with significant inadequacies in the project's environmental review (DEIS). First and foremost, I am concerned that construction and operation of the export facility would only benefit the oil and gas industry while placing massive burdens on local communities, the Gulf of Mexico's coastal and marine ecosystems, and the global climate. This project therefore is not in the ""national interest."" I am deeply concerned about potentially catastrophic impacts of a major oil spill in the Gulf of Mexico. It has been ten years since the Deepwater Horizon disaster that decimated our Gulf Coast. Ourur marine ecosystems and coastal communities are still struggling to recover and can't afford another disaster. The DEIS does not adequately analyze oil spill risks, especially potential impacts on the endangered Black Rail and critically endangered Kemp's Ridley Sea Turtle. Impacts from air pollution emissions associated with this project are also of deep concern. Local residents cannot afford the additional pollution burdens, as the region is already classified as nonattainment for EPA's health-based air quality standards for ozone, and NOx emissions would also exceed the threshold for concern. I am alarmed that the EIS does not consider the very real and foreseeable direct and indirect impacts of the project's greenhouse gas emissions on climate change. 2020 was a record storm season for the Gulf, battering many communities with flooding from storm surges. It is widely understood that crude exports are driving the rapid increase of oil and gas drilling in the Permian Basin - oil that could otherwise be left in the ground. MARAD must analyze the full lifecycle climate impacts of oil drilling, transportation, refining, and consumption that would result from this project. Finally, I am concerned that the EIS does not consider environmental justice impacts.",rare_oversample,oil_spill_risk|climate_emissions|air_quality|environmental_justice|marine_wildlife|wetlands_coast|national_interest,oppose,"public_health, environmental_review, flood_risk"
MARAD-2019-0093-8659,"The Texas GulfLink project poses significant environmental, social, and economic risks that far outweigh any potential benefits to citizens, and rather giving priority to corporations. We as a country should be positioning ourselves at the forefront of renewable energy. By further entrenching fossil fuel dependence, GulfLink directly undermines national and global efforts to transition to cleaner energy sources. Gulf coast communities have historically received the short end of the stick by having large scale projects like these that ultimately exacerbate anthropogenic climate change increasing the frequency and intensity of natural disasters. Approving GulfLink would lock in decades of harmful emissions, increase the risk of catastrophic oil spills, and threaten critical wildlife habitats, all while global demand for oil is projected to decline. This project is not in the national interest and should be rejected in favor of sustainable energy alternatives that prioritize the well-being of people and the planet. We as United States citizens, and furthermore Texans, should pride ourselves by leading the charge on innovation that ultimately will benefit ALL Americans.",rare_oversample,oil_spill_risk|climate_emissions|marine_wildlife|national_interest,oppose,
MARAD-2019-0093-2709,"I oppose Texas GulfLink LLC's application for a Deepwater Port License from the Maritime Administration because of concerns over significant inadequacies in the project's environmental review (DEIS). First and foremost, I am concerned that construction and operation of the export facility would benefit only the oil and gas industry and place massive burdens on local communities, the Gulf of Mexico's coastal and marine ecosystems, and the global climate. That means there is no possible basis for any argument that this project is in the ""national interest."" I am deeply concerned about the potentially catastrophic impacts of a major oil spill in the Gulf of Mexico. Ten years after the Deepwater Horizon disaster decimated our Gulf Coast, our marine ecosystems and coastal communities are still struggling to recover. They can't afford another disaster. The DEIS does not adequately analyze oil spill risks, especially potential impacts on the endangered Black Rail and the critically endangered Kemp's Ridley Sea Turtle. Impacts from air pollution emissions associated with this project are also of deep concern. Local residents cannot afford the additional pollution burdens, as the region is already classified as nonattainment for EPA's health-based air quality standards for ozone, and NOx emissions would also exceed the threshold for concern. I am alarmed that the EIS does not consider the very real and foreseeable direct and indirect impacts of the project's greenhouse gas emissions on climate change. 2020 was a record storm season for the Gulf, battering many communities with flooding from storm surges. It is widely understood that crude exports are driving the rapid increase of oil and gas drilling in the Permian Basin - oil that could otherwise be left in the ground. MARAD must analyze the full lifecycle climate impacts of oil drilling, transportation, refining, and consumption that would result from this project. Finally, I am concerned that the EIS does not consider env",rare_oversample,oil_spill_risk|climate_emissions|air_quality|marine_wildlife|wetlands_coast|national_interest,oppose,"public_health, environmental_review, flood_risk"
MARAD-2019-0093-6457,"We have entered a perilous time of climate disaster. I am writing to voice my opposition to the Texas GulfLink oil export terminal. The final environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. If GulfLink is licensed and then operates at full capacity for its expected 30-year lifespan, it will cause an incredible 3.8 billion metric tons of greenhouse gas emissions. This will push the world closer to climate catastrophe at a time when it is clear we need to phase out fossil fuels to avoid even more tragic c",rare_oversample,climate_emissions|air_quality|environmental_justice,oppose,"public_health, environmental_review, NEPA_process"
MARAD-2019-0093-10315,"THE MARITIME ADMINISTRATION FAILED ITS JOB!! I am writing to voice my opposition to the Texas GulfLink oil export terminal. The final environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. If GulfLink is licensed and then operates at full capacity for its expected 30-year lifespan, it will cause an incredible 3.8 billion metric tons of greenhouse gas emissions. This will push the world closer to climate catastrophe at a time when it is clear we need to phase out fossil fuels to avoid even more tragic climate d",rare_oversample,climate_emissions|air_quality|environmental_justice,oppose,"public_health, environmental_review, NEPA_process"
MARAD-2019-0093-8922,"Please cancel this project. This will harm local community, habitats, and the planet. We do not need this.",rare_oversample,marine_wildlife,oppose,
MARAD-2019-0093-8776,"he Texas GulfLink project poses significant environmental, social, and economic risks that far outweigh any potential benefits. Positioned in a flood-prone area and relying on outdated fossil fuel infrastructure, the project threatens to exacerbate climate change, increase air and water pollution, and jeopardize the health and safety of Gulf Coast communities. By further entrenching fossil fuel dependence, GulfLink directly undermines national and global efforts to transition to cleaner energy sources. Additionally, the project perpetuates environmental racism, targeting low-income and minority communities already burdened by pollution and climate disasters. Approving GulfLink would lock in decades of harmful emissions, increase the risk of catastrophic oil spills, and threaten critical wildlife habitats, all while global demand for oil is projected to decline. This project is not in the national interest and should be rejected in favor of sustainable energy alternatives that prioritize the well-being of people and the planet.",rare_oversample,oil_spill_risk|climate_emissions|air_quality|environmental_justice|marine_wildlife|national_interest,oppose,"public_health, flood_risk"
MARAD-2019-0093-2849,"I hate to think of how badly this project would effect the health and livelihood of the people of Brazoria County, TX. I urge you to reject Texas Gulflink’s application to build a deepwater port in the Gulf of Mexico. This project absolutely fails to meet the requirement, set by the Deepwater Ports Act, of being “in the national interest.” On the contrary, the port would be harmful to our climate, environment, frontline communities and endangered species. To avoid the most catastrophic impacts of climate change, governments must stop approving fossil fuel projects and aggressively reduce greenhouse gas emissions. Approving this port would accomplish exactly the opposite. Crude exports are driving the rapid increase of oil and gas drilling in the Gulf region — fossil fuels that must be left in the ground. Yet your agency has failed to consider the project's upstream and downstream emissions, in violation of the National Environmental Policy Act. The project would also increase the toxic air pollution and oil spills that already burden Gulf Coast ecosystems and human communities, which have long served as sacrifice zones for the fossil fuel industry. This adds insult to injury for imperiled wildlife like endangered Kemp's ridley sea turtles, a species still recovering from the 2010 Deepwater Horizon spill. Again, the draft environmental impact statement fails to adequately consider any of these harms. The Maritime Administration also failed to properly consider the cumulative impacts from the other offshore fossil fuel export projects in the Gulf of Mexico that your agency is currently considering approving, such as SPOT and Bluewater. You must reject this dangerous project. At the very least, you must suspend all individual project analyses until your agency conducts a programmatic analysis that considers all the numerous harms from all the proposed offshore fossil fuel export facilities in the Gulf and gives the public a chance to comment on that analysis. I urge yo",rare_oversample,oil_spill_risk|climate_emissions|air_quality|marine_wildlife|national_interest,oppose,"public_health, environmental_review"
MARAD-2019-0093-8508,"Dear Coast Guard Staff, MARAD, President Biden, and Vice President Harris, The proposal by Sentinel Midstream to build the Texas GulfLink project and pump ship 1 million barrels of crude oil per day is immoral, impractical and must by rejected. We are in a situation now, of major pollution of our planet Earth culiminating over 80 years plus, wreaking havoc with our ability to survive. We are in a climate emergency. We know what the cause is, pollution. We must stop this madness, for we are fast moving towards our own extinction! The idea that Texas GulfLink is one of 20 new oil and gas projects proposed in the U.S. Gulf South — the largest buildout of fossil fuel projects in the world — THIS WILL harm public health, exacerbate environmental racism, and make the climate crisis worse. If completed, the project could export up to 1 million barrels of crude oil every day, contributing an additional 3.8 billion metric tons of climate-warming pollution throughout its 30-year lifetime, once the transported oil is burned. This will push the world further into climate catastrophe at a time when we desperately need to phase out fossil fuels to avoid even more devastating climate disasters. Hurricanes – like Hurricane Beryl (which not only hit Texas, but created severe flooding across the USA, including Vermont which declared a state of emergency) – have already drastically increased along the Gulf Coast of Texas, where the project is currently proposed, and increased warming from more fossil fuel pollution will only make these climate disasters deadlier and more destructive. There are a lot of reasons to reject the plan: - A quick decline in global oil demand is both necessary and inevitable if the world is to avoid or mitigate the most cataclysmic impacts from climate change, and if the U.S. is to fulfill its own national climate policy. Since the crude oil export ban was lifted in 2015, the expansion of export infrastructure in the Gulf Coast has risen at a nearly one-to-on",rare_oversample,oil_spill_risk|climate_emissions|marine_wildlife|wetlands_coast,oppose,"flood_risk, public_health, VOC_emissions"
MARAD-2019-0093-8732,"Hello, My name is Jeneva and I am deeply concerned about the environmental, social, and economic risk that the Texas GulfLink project poses to the surrounding community and ultimately the entire planet. Positioned in a flood-prone area and relying on outdated fossil fuel infrastructure, the project threatens to exacerbate climate change, increase air and water pollution, and jeopardize the health and safety of Gulf Coast communities. By further entrenching fossil fuel dependence, GulfLink directly undermines national and global efforts to transition to cleaner energy sources. Additionally, the project perpetuates environmental racism, targeting low-income and minority communities already burdened by pollution and climate disasters. Approving GulfLink would lock in decades of harmful emissions, increase the risk of catastrophic oil spills, and threaten critical wildlife habitats, all while global demand for oil is projected to decline. This project is not in the national interest and should be rejected in favor of sustainable energy alternatives that prioritize the well-being of people and the planet. With love for you and our home, Jeneva",rare_oversample,oil_spill_risk|climate_emissions|air_quality|environmental_justice|marine_wildlife|national_interest,oppose,"public_health, flood_risk"
MARAD-2019-0093-8718,"The Texas GulfLink project poses undeniable environmental, social, and economic risks that far outweigh any potential benefits. Proposed in a flood-prone area and relying on outdated fossil fuel infrastructure, the project threatens to worsen climate change, increase air and water pollution, and harm the health and safety of Gulf Coast communities. By further entrenching fossil fuel dependence, GulfLink directly undermines national and global efforts to transition to cleaner energy sources - an area where the United States trails behind many other foreign countries. Approving GulfLink would lock in decades of harmful emissions, increase the risk of catastrophic oil spills, and threaten critical wildlife habitats, all while global demand for oil is projected to decline. This means long term financial and environmental risk that cannotbe justified. This project is not in the national interest and should be rejected in favor of sustainable energy alternatives that prioritize the well-being of people and the planet.",rare_oversample,oil_spill_risk|climate_emissions|air_quality|marine_wildlife|national_interest,oppose,"public_health, flood_risk"
MARAD-2019-0093-1055,"I am writing to express my STRONG OPPOSITION to Texas GulfLink LLC's application for a Deepwater Port License from the Maritime Administration, and raise concerns with significant inadequacies in the project's environmental review (DEIS). First and foremost, I am concerned that construction and operation of the export facility would only benefit oil and gas industry interests , the Gulf of Mexico's coastal and marine ecosystems, WHILE PLACING MASSIVE IMPOSITIONS ON LOCAL COMMUNITIES, and while further AGGRAVATING the global climate. This project therefore is CLEARLY NOT in the ""national interest."" I am deeply concerned about potentially catastrophic impacts of a major oil spill in the Gulf of Mexico. It has been ten years since the Deepwater Horizon disaster that decimated our Gulf Coast - our marine ecosystems and coastal communities are still struggling to recover and can't afford another disaster. The DEIS does not adequately analyze oil spill risks, especially potential impacts on the endangered Black Rail and critically endangered Kemp's Ridley Sea Turtle. Impacts from air pollution emissions associated with this project are also of deep concern. Local residents cannot afford the additional pollution burdens, as the region is already classified as nonattainment for EPA's health-based air quality standards for ozone, and NOx emissions would also exceed the threshold for concern. I am alarmed that the EIS does not consider the very real and foreseeable direct and indirect impacts of the project's greenhouse gas emissions on climate change. 2020 was a record storm season for the Gulf, battering many communities with flooding from storm surges. It is widely understood that crude exports are driving the rapid increase of oil and gas drilling in the Permian Basin - oil that could otherwise be left in the ground. MARAD must analyze the full lifecycle climate impacts of oil drilling, transportation, refining, and consumption that would result from this project. Finally",rare_oversample,oil_spill_risk|climate_emissions|air_quality|marine_wildlife|wetlands_coast|national_interest,oppose,"public_health, environmental_review, flood_risk"
MARAD-2019-0093-0302,"I remember Deepwater Horizon, so I OPPOSE Texas GulfLink LLC's application for a Deepwater Port License from the Maritime Administration and the Army Corps of Engineers. The project's environmental review is profoundly inadequate. I also ask for a public hearing on the Army Corps' permitting process because of the extreme risks the project presents to our communities: flooding, contamination of our water supply, the Brazos Watershed, and Gulf Waters. The export facility would benefit ONLY fossil fuel industry interests while polluting local communities and the Gulf of Mexico's coastal and marine ecosystems, and escalating the global climate crisis. When the GulfLink pipeline ruptures it will contaminate the Hurst Wildlife Management Area, a rich, bio-diverse wetland wildlife sanctuary. Our coastal region is an economic engine with environmental treasures that deserve to be protected. I am deeply concerned about potentially catastrophic impacts of another major oil spill in the Gulf of Mexico. Our Gulf marine life has suffered tremendously from the Deepwater Horizon spill, killing sea turtles and nearly destroying the dolphin population. Oil, gas, and chemical infrastructure dominate the Gulf and leak toxic chemicals and oil, contaminating our waters every year. In 2018, NOAA reported 137 significant oil spills in the US, most of them occurring in the Gulf of MexicoYou don't have the right to damage our country more than you already have. So stop it. Thank you.",rare_oversample,oil_spill_risk|climate_emissions|marine_wildlife|wetlands_coast,oppose,"water_quality, flood_risk, environmental_review, NEPA_process"
MARAD-2019-0093-8478,"This GulfLink tank farm would pose a risk to people and wildlife. Durning a flood or hurricane if the oil that is being stored leaks into the flood water or ground. If GulfLink tanks are not well maintained or just fail the oil that is spilled poses risk to wildlife and people. Brazoria county does not meet the national clean air standards and this project would just add to the pollution. An oil spill from GulfLink from the onshore pipeline or oil used for drilling during construction could permanently damage well water. As I run off a well this would impact me and my family greatly. GulfLink poses a threat to multiple Federally protected species like the Rice’s whale, Eastern Black Rail, Sea turtles, and Gulf Sturgeon.",rare_oversample,oil_spill_risk|air_quality|marine_wildlife,oppose,"water_quality, flood_risk"
MARAD-2019-0093-2285,"To whom it may concern: The Maritime Administration (MARAD) and US Coast Guard (USCG) have issued the Draft Environmental Impact Statement for the proposed GulfLink oil export terminal project and are reviewing permit applications for three other proposed oil exports off the Texas Gulf Coast. MARAD is therefore asking for public comments. It has been ten years since the Deepwater Horizon disaster decimated the Gulf Coast. The marine ecosystems and coastal communities are still struggling to recover and can't afford another disaster. Oil company Sentinel Midstream and financier Freepoint Commodities plan to build a massive crude oil storage facility, onshore and offshore 42-inch pipelines, and an oil export terminal off the coast of Brazoria County, Texas, south of Houston. If built, GulfLink and the other proposed oil projects would include a network of new onshore and offshore crude oil pipelines, massive crude oil storage tanks, and an oil export terminal off the coast of Brazoria County, Texas. The GulfLink oil terminal would load Very Large Crude Carriers (VLCCs) - massive tanker ships - with 2 million barrels/day of oil. An oil spill from GulfLink's planned 46 miles of pipelines could contaminate the Brazos River Watershed, destroy community drinking water, and exacerbate erosion and existing air pollution. Pollutants would compound existing environmental justice and public health problems caused by industrial air toxins, especially in frontline communities such as Jones Creek, where the terminal would be built. It would destroy nesting grounds for the critically endangered Kemp's Ridley sea turtle and beach and dune habitat for generations. The GulfLink project would prolong reliance on dirty fossil fuels for decades to come, and directly cause the combustion of billions of tons of crude resulting in the emissions of massive climate change inducing pollution that will continue to wreak havoc on the most vulnerable communities. This project would be located onl",rare_oversample,oil_spill_risk|climate_emissions|air_quality|environmental_justice|marine_wildlife|wetlands_coast,oppose,"water_quality, public_health, environmental_review, NEPA_process"
MARAD-2019-0093-8129,"I urge you to reject the license for the Texas GulfLink oil export terminal. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure and pollute Gulf communities already experiencing devastating climate disasters without benefiting local residents. The GulfLink terminal is projected to create 3.5 billion tons of climate pollution within its lifetime. Not to mention how fracking, drilling, and pollution rates skyrocketing poses risk towards the health and wellbeing of humans as well as our environment. Fossil fuel pollution is the primary driver of the climate crisis that has lead to devastating consequences such as fires, floods, hurricanes, extreme weather, species extinction, and even more. For the safety of our people, our land, and our waters, please reject the license for the Texas GulfLink.",rare_oversample,climate_emissions,oppose,"public_health, flood_risk"
MARAD-2019-0093-2585,"I am writing to express opposition to Texas GulfLink LLC's application for a Deepwater Port License from the Maritime Administration. I shortened the lengthy, if well stated, Public Citizen comment just to say ""NO"" to this ludicrous abuse of our coastline at a time when we MUST pivot to renewable energy. Get a grip and END this nonsense!! Rebecca Richards",rare_oversample,oil_spill_risk|climate_emissions|air_quality|marine_wildlife|wetlands_coast,oppose,"public_health, environmental_review"
